unit_id	unit_kind_check	topic_primary	topic_secondary	statement_type	unclear	notes
adilet-0062	structural				0	маркер цели 3
adilet-0063	substantive	T04		goal	0	ДЕФЕКТ: маркер «1млн» слился с текстом
adilet-0064	substantive	T04		commitment	0	1 млн рабочих мест
adilet-0065	substantive	T04		goal	0	
adilet-0066	substantive	T04	T14	commitment	0	цифровой мониторинг трудовых отношений
adilet-0067	structural				0	маркер цели 4
adilet-0068	substantive	T04		goal	0	
adilet-0069	substantive	T04		commitment	0	доля среднего бизнеса до 20%
adilet-0070	substantive	T04		commitment	0	
adilet-0071	substantive	T04		description	0	
adilet-0072	structural				0	маркер цели 5
adilet-0073	substantive	T07		goal	0	
adilet-0074	substantive	T07		commitment	0	доходы 1 млн сельских жителей
adilet-0075	lead_in				0	
adilet-0076	substantive	T07	T09	instrument	0	«Ауыл аманаты», микрокредиты 2,5%
adilet-0077	structural				0	маркер цели 6
adilet-0078	substantive	T07	T05	goal	0	
adilet-0079	substantive	T07	T05	commitment	0	100% продовольственной и энергетической безопасности
adilet-0080	substantive	T07		commitment	0	переработка в АПК
adilet-0081	substantive	T05		commitment	0	нефть, ВИЭ, атомная энергетика, энергосистема
adilet-0082	substantive	T05	T04	commitment	0	обрабатывающая промышленность
adilet-0083	substantive	T14	T11	goal	0	ДЕФЕКТ: маркер «5млн ЦЕЛЬ 7» слился с текстом
adilet-0084	substantive	T14	T11	commitment	0	обучение ИИ 5 млн человек
adilet-0085	substantive	T11	T14	commitment	0	основы ИИ в школе
adilet-0086	substantive	T11	T14	commitment	0	AI-Sana
adilet-0087	substantive	T11	T04	commitment	0	переобучение взрослых
adilet-0088	substantive	T14	T11	commitment	0	равный доступ к обучению ИИ
adilet-0089	substantive	T00		description	0	
adilet-0090	substantive	T00		description	0	
adilet-0091	structural				0	заголовок раздела
adilet-0092	substantive	T00		description	0	
adilet-0093	substantive	T00		description	0	
adilet-0094	substantive	T00		goal	0	
adilet-0095	structural				0	повтор заголовка
adilet-0096	substantive	T00		description	0	
adilet-0097	substantive	T00		description	0	
adilet-0098	substantive	T00		goal	0	
adilet-0099	substantive	T00		description	0	
adilet-0100	substantive	T01		goal	0	продолжение в 0101–0105
adilet-0101	fragment				0	продолжение 0100
adilet-0102	fragment				0	продолжение 0100
adilet-0103	fragment				0	продолжение 0100
adilet-0104	fragment				0	продолжение 0100
adilet-0105	fragment				0	продолжение 0100
adilet-0106	substantive	T00	T01	goal	0	поддержка курса Президента
adilet-0107	substantive	T00		goal	0	
adilet-0108	substantive	T00		goal	0	
adilet-0109	substantive	T01		goal	0	
adilet-0110	substantive	T01		goal	0	
adilet-0111	substantive	T00	T01	goal	0	
adilet-0112	substantive	T02	T09	goal	0	
adilet-0113	substantive	T02		goal	0	
adilet-0114	substantive	T00		description	0	
adilet-0115	substantive	T01		goal	0	
adilet-0116	substantive	T02	T01	goal	0	против клановости, коррупции, непотизма
adilet-0117	substantive	T01	T02	instrument	0	
adilet-0118	substantive	T01		goal	0	
adilet-0119	substantive	T01		goal	0	Слышащее государство
adilet-0120	substantive	T01		goal	0	
adilet-0121	substantive	T01		goal	0	
adilet-0122	substantive	T01		goal	0	
adilet-0123	substantive	T01		goal	0	работа депутатов
adilet-0124	substantive	T01		goal	0	маслихаты
adilet-0125	substantive	T04		goal	0	
adilet-0126	substantive	T04		goal	0	
adilet-0127	substantive	T04		goal	0	
adilet-0128	substantive	T08		goal	0	
adilet-0129	substantive	T08		goal	0	
adilet-0130	substantive	T08	T09	goal	0	
adilet-0131	substantive	T09		goal	0	
adilet-0132	substantive	T09		goal	0	
adilet-0133	substantive	T09		goal	0	
adilet-0134	substantive	T11	T14	goal	0	
adilet-0135	substantive	T11	T10	goal	0	
adilet-0136	substantive	T12		goal	0	
adilet-0137	substantive	T12	T02	goal	0	
adilet-0138	substantive	T00		description	0	
adilet-0139	substantive	T00		commitment	0	
adilet-0140	substantive	T00		commitment	0	
adilet-0141	substantive	T00		description	0	
adilet-0142	substantive	T01	T00	goal	0	
adilet-0143	substantive	T00		description	0	
adilet-0144	structural				0	заголовок «10 приоритетов»
adilet-0145	substantive	T01		goal	0	
adilet-0146	substantive	T02		problem	0	избирательное применение закона
adilet-0147	substantive	T01		goal	0	
adilet-0148	substantive	T02	T01	commitment	0	
adilet-0149	structural				0	заголовок раздела 1
adilet-0150	structural				0	заголовок «Закон и порядок»
adilet-0151	structural				0	заголовок 1.1
adilet-0152	substantive	T02		goal	0	
adilet-0153	substantive	T02		description	0	
adilet-0154	substantive	T02		goal	0	
adilet-0155	substantive	T02	T08	description	0	благоустройство и освещение
adilet-0156	substantive	T02		commitment	0	
adilet-0157	substantive	T02		instrument	0	общественные работы как альтернативное наказание
adilet-0158	substantive	T02		goal	0	
adilet-0159	substantive	T02		description	0	
adilet-0160	substantive	T02	T14	commitment	0	
adilet-0161	substantive	T02	T14	commitment	0	прогнозно-аналитический центр
adilet-0162	fragment				0	продолжение 0161
adilet-0163	substantive	T02		commitment	0	
adilet-0164	substantive	T02	T09	commitment	0	социальная защита сотрудников
adilet-0165	substantive	T02		description	0	
adilet-0166	substantive	T02		goal	0	
adilet-0167	substantive	T02		goal	0	
adilet-0168	substantive	T02	T12	description	0	
adilet-0169	substantive	T02	T12	commitment	0	
adilet-0170	structural				0	заголовок 1.2
adilet-0171	substantive	T02		goal	0	
adilet-0172	substantive	T02		description	0	
adilet-0173	substantive	T02		problem	0	перегруженность судов
adilet-0174	substantive	T02		commitment	0	
adilet-0175	substantive	T02		instrument	0	альтернативное разрешение споров
adilet-0176	substantive	T02		instrument	0	единообразие практики
adilet-0177	substantive	T02	T14	commitment	0	онлайн-правосудие
adilet-0178	substantive	T02		goal	0	
adilet-0179	substantive	T02		goal	0	
adilet-0180	substantive	T02		commitment	0	
adilet-0181	substantive	T02		commitment	0	
adilet-0182	substantive	T02		commitment	0	сервисная модель
adilet-0183	substantive	T02		instrument	0	адвокатура и омбудсмены
adilet-0184	substantive	T02		commitment	0	
adilet-0185	substantive	T02		instrument	0	суд присяжных
adilet-0186	substantive	T02		instrument	0	случайный отбор коллегии
adilet-0187	structural				0	заголовок раздела 2
adilet-0188	structural				0	заголовок «Эффективные институты»
adilet-0189	substantive	T01		commitment	0	
adilet-0190	substantive	T01		goal	0	
adilet-0191	substantive	T01		goal	0	
adilet-0192	substantive	T01	T02	commitment	0	против непотизма и клановости
adilet-0193	substantive	T01		description	0	
adilet-0194	substantive	T02		goal	0	ДЕФЕКТ: заголовок слился с текстом
adilet-0195	substantive	T02	T09	problem	0	
adilet-0196	substantive	T02		goal	0	
adilet-0197	substantive	T02		goal	0	
adilet-0198	substantive	T02	T14	commitment	0	превенция и цифровая прозрачность
adilet-0199	substantive	T02	T14	instrument	0	
adilet-0200	substantive	T02	T01	instrument	0	
adilet-0201	substantive	T02		commitment	0	
adilet-0202	substantive	T02	T12	goal	0	
adilet-0203	structural				0	заголовок 2.2
adilet-0204	substantive	T01		goal	0	
adilet-0205	substantive	T01		commitment	0	парламентаризм
adilet-0206	substantive	T01		goal	0	Курултай и маслихаты
adilet-0207	substantive	T01		goal	0	
adilet-0208	substantive	T01		commitment	0	Халық кеңесі
adilet-0209	substantive	T01		goal	0	
adilet-0210	structural				0	заголовок 2.3
adilet-0211	substantive	T01		goal	0	меритократия
adilet-0212	substantive	T01		commitment	0	
adilet-0213	substantive	T01		commitment	0	
adilet-0214	substantive	T01		instrument	0	наставничество на госслужбе
adilet-0215	substantive	T01	T11	instrument	0	
adilet-0216	structural				0	заголовок 2.4
adilet-0217	substantive	T01		description	0	Слышащее государство
adilet-0218	substantive	T01		description	0	
adilet-0219	substantive	T01		commitment	0	
adilet-0220	substantive	T00		commitment	0	стандарт политической ответственности
adilet-0221	substantive	T00	T14	instrument	0	цифровая панель мониторинга обещаний
adilet-0222	substantive	T01		commitment	0	
adilet-0223	substantive	T01		instrument	0	слушания, экспертизы, мониторинговые группы
adilet-0224	substantive	T14	T01	commitment	0	
adilet-0225	substantive	T00	T14	commitment	0	
adilet-0226	substantive	T14	T01	commitment	0	ДЕФЕКТ: маркер «30%» слился с текстом
adilet-0227	substantive	T14	T01	commitment	0	автоматизация 30% процессов
adilet-0228	substantive	T14	T01	goal	0	
adilet-0229	substantive	T01	T14	commitment	0	e-Өтініш
adilet-0230	substantive	T01	T14	goal	0	
adilet-0231	substantive	T01		goal	0	
adilet-0232	substantive	T14		commitment	0	eGov
adilet-0233	substantive	T14		goal	0	
adilet-0234	substantive	T14	T01	goal	0	однократное обращение
adilet-0235	substantive	T01	T14	commitment	0	e-Parliament
adilet-0236	substantive	T14	T01	commitment	0	ИИ в госуправлении
adilet-0237	substantive	T14	T01	instrument	0	
adilet-0238	substantive	T01	T14	commitment	0	
adilet-0239	substantive	T01	T14	instrument	0	инициативное бюджетирование
adilet-0240	substantive	T01		commitment	0	
adilet-0241	substantive	T01		commitment	0	
adilet-0242	substantive	T01	T02	commitment	0	человекоцентричное администрирование
adilet-0243	substantive	T02		goal	0	
adilet-0244	structural				0	заголовок раздела 3
adilet-0245	structural				0	заголовок «Сильные регионы»
adilet-0246	structural				0	заголовок 3.1
adilet-0247	substantive	T08		goal	0	
adilet-0248	substantive	T08		problem	0	концентрация в двух агломерациях
adilet-0249	substantive	T08	T01	goal	0	
adilet-0250	substantive	T08		commitment	0	пять макрорегионов
adilet-0251	substantive	T08		description	0	
adilet-0252	substantive	T01	T03	commitment	0	полномочия маслихатов
adilet-0253	substantive	T01		goal	0	
adilet-0254	substantive	T08		commitment	0	«областной центр — районный центр — село»
adilet-0255	substantive	T08		instrument	0	
adilet-0256	substantive	T08		commitment	0	
adilet-0257	substantive	T08	T04	goal	0	
adilet-0258	substantive	T08		commitment	0	
adilet-0259	substantive	T08		instrument	0	комплексная застройка
adilet-0260	substantive	T08		commitment	0	
adilet-0261	substantive	T08		instrument	0	метро и BRT в Алматы
adilet-0262	substantive	T08		instrument	0	
adilet-0263	substantive	T08	T14	commitment	0	город Алатау
adilet-0264	substantive	T14	T08	instrument	0	экспериментальный правовой режим
adilet-0265	substantive	T08		commitment	0	районные центры
adilet-0266	substantive	T08	T07	instrument	0	
adilet-0267	substantive	T08		commitment	0	малые города и моногорода
adilet-0268	substantive	T08	T04	instrument	0	
adilet-0269	substantive	T07	T08	commitment	0	сельская инфраструктура
adilet-0270	substantive	T07	T09	goal	0	
adilet-0271	substantive	T08		commitment	0	закон о приграничных территориях
adilet-0272	substantive	T08		instrument	0	
adilet-0273	substantive	T06	T08	commitment	0	
adilet-0274	substantive	T06		instrument	0	
adilet-0275	structural				0	заголовок 3.2
adilet-0276	substantive	T08		goal	0	
adilet-0277	substantive	T08		goal	0	
adilet-0278	substantive	T08		commitment	0	
adilet-0279	substantive	T08	T04	description	0	
adilet-0280	structural				0	маркер «30 кв. м»
adilet-0281	substantive	T08		commitment	0	с 25 до 30 кв. м
adilet-0282	substantive	T08		instrument	0	
adilet-0283	substantive	T08	T03	commitment	0	доступность ипотеки
adilet-0284	substantive	T08		instrument	0	аренда с выкупом
adilet-0285	substantive	T08	T02	commitment	0	рынок аренды и риелторов
adilet-0286	substantive	T08	T09	commitment	0	аренда для многодетных
adilet-0287	substantive	T08		commitment	0	
adilet-0288	substantive	T08	T11	instrument	0	стандарты комплексной застройки
adilet-0289	structural				0	маркер «30 тыс.»
adilet-0290	substantive	T08		commitment	0	переселение из аварийного жилья
adilet-0291	substantive	T08		goal	0	30 тысяч собственников
adilet-0292	substantive	T08		commitment	0	37 проблемных объектов
adilet-0293	substantive	T08	T14	instrument	0	цифровой тенге в долевом строительстве
adilet-0294	substantive	T08	T09	instrument	0	льготная ипотека
adilet-0295	substantive	T08	T07	goal	0	
adilet-0296	substantive	T08	T07	instrument	0	
adilet-0297	substantive	T09	T08	commitment	0	адресность поддержки
adilet-0298	substantive	T09	T08	instrument	0	
adilet-0299	substantive	T08	T03	instrument	0	жилищные программы работодателей
adilet-0300	structural				0	заголовок 3.3
adilet-0301	substantive	T08		problem	0	износ сетей
adilet-0302	substantive	T08		problem	0	
adilet-0303	substantive	T08		commitment	0	
adilet-0304	structural				0	маркер «86 тыс.»
adilet-0305	substantive	T08	T05	commitment	0	нацпроект модернизации
adilet-0306	substantive	T08		commitment	0	86 тыс. км сетей, 13 трлн тенге
adilet-0307	substantive	T08		commitment	0	износ до 40% к 2030
adilet-0308	substantive	T08		goal	0	
adilet-0309	substantive	T08	T04	commitment	0	приоритет казахстанских производителей
adilet-0310	substantive	T04		goal	0	
adilet-0311	substantive	T08		commitment	0	приборы учёта
adilet-0312	substantive	T08		goal	0	
adilet-0313	substantive	T08		commitment	0	единый платёжный документ
adilet-0314	substantive	T08		goal	0	
adilet-0315	substantive	T08	T14	commitment	0	
adilet-0316	substantive	T08	T14	instrument	0	SMART TURMYS
adilet-0317	substantive	T08	T14	commitment	0	платформа для ОСИ и КСК
adilet-0318	substantive	T08		goal	0	
adilet-0319	structural				0	заголовок 3.4
adilet-0320	substantive	T08		goal	0	
adilet-0321	structural				0	маркер «10 тыс.»
adilet-0322	substantive	T08		commitment	0	10 тыс. км дорог
adilet-0323	substantive	T08		commitment	0	Актобе — Кызылорда, Бейнеу — Саксаульский
adilet-0324	substantive	T08	T14	instrument	0	контроль качества дорог
adilet-0325	substantive	T08	T13	commitment	0	Трансказахстанский коридор
adilet-0326	substantive	T08		commitment	0	
adilet-0327	substantive	T08		commitment	0	
adilet-0328	substantive	T08		commitment	0	автобусные парки
adilet-0329	substantive	T08	T04	instrument	0	
adilet-0330	substantive	T08	T13	commitment	0	пункты пропуска на границе
adilet-0331	substantive	T08	T13	commitment	0	
adilet-0332	substantive	T08	T04	description	0	
adilet-0333	substantive	T08	T05	goal	0	
adilet-0334	substantive	T08		commitment	0	план развития автоперевозок
adilet-0335	substantive	T08	T04	instrument	0	бланки разрешений
adilet-0336	substantive	T08	T13	commitment	0	приграничные логистические центры
adilet-0337	substantive	T08	T13	commitment	0	«Евразия», Хоргос, Калжат, «Алатау»
adilet-0338	structural				0	заголовок 3.5
adilet-0339	substantive	T07	T09	goal	0	
adilet-0340	substantive	T07		goal	0	
adilet-0341	substantive	T07		commitment	0	3,5 тыс. опорных и спутниковых сёл
adilet-0342	substantive	T07	T08	goal	0	
adilet-0343	substantive	T07	T09	commitment	0	Система региональных стандартов
adilet-0344	substantive	T07		commitment	0	с 65,8% до 71,7%
adilet-0345	substantive	T07		commitment	0	сельские кластеры
adilet-0346	substantive	T07	T08	goal	0	
adilet-0347	substantive	T07	T08	commitment	0	мобильные сервисы для малых сёл
adilet-0348	substantive	T07	T04	commitment	0	агротуризм, ремёсла
adilet-0349	substantive	T01	T07	commitment	0	оценка акимов сельских округов
adilet-0350	substantive	T01		commitment	0	
adilet-0351	substantive	T07	T04	commitment	0	инфраструктура для МСБ и ЛПХ
adilet-0352	substantive	T01	T03	commitment	0	межбюджетные лимиты
adilet-0353	substantive	T07	T08	commitment	0	сельское водоснабжение
adilet-0354	substantive	T07	T08	instrument	0	
adilet-0355	substantive	T05	T07	commitment	0	
adilet-0356	substantive	T05	T07	description	0	
adilet-0357	substantive	T14	T07	commitment	0	интернет для 97% села
adilet-0358	substantive	T14	T07	goal	0	телемедицина, дистанционное образование
adilet-0359	substantive	T14	T07	commitment	0	
adilet-0360	substantive	T08	T07	commitment	0	отделения почтовой связи
adilet-0361	substantive	T08		commitment	0	дороги с 86% до 95%
adilet-0362	substantive	T08		goal	0	
adilet-0363	substantive	T07	T04	commitment	0	
adilet-0364	substantive	T07	T04	instrument	0	
adilet-0365	substantive	T07	T09	commitment	0	
adilet-0366	substantive	T07	T08	instrument	0	жильё для сельских специалистов
adilet-0367	substantive	T01	T03	commitment	0	
adilet-0368	substantive	T01	T03	instrument	0	четвёртый уровень бюджета
adilet-0369	substantive	T01		commitment	0	
adilet-0370	substantive	T01		goal	0	
adilet-0371	substantive	T08		commitment	0	
adilet-0372	substantive	T08		instrument	0	
adilet-0373	structural				0	заголовок раздела 4
adilet-0374	structural				0	заголовок, разорван вёрсткой
adilet-0375	structural				0	продолжение заголовка
adilet-0376	lead_in				0	
adilet-0377	substantive	T03	T04	problem	0	сырьевая модель, монополии
adilet-0378	substantive	T04		problem	0	
adilet-0379	substantive	T04	T03	goal	0	доходы должны опережать цены
adilet-0380	substantive	T03	T09	goal	0	покупательная способность
adilet-0381	structural				0	заголовок 4.1
adilet-0382	substantive	T05		problem	0	добывающая против обрабатывающей
adilet-0383	substantive	T05	T04	problem	0	
adilet-0384	substantive	T05		goal	0	
adilet-0385	substantive	T05		commitment	0	
adilet-0386	substantive	T05	T03	instrument	0	
adilet-0387	substantive	T05		commitment	0	
adilet-0388	substantive	T05		instrument	0	сырьё отечественным переработчикам
adilet-0389	substantive	T03	T05	instrument	0	возврат НДС
adilet-0390	substantive	T05		commitment	0	производственные цепочки
adilet-0391	substantive	T05	T04	instrument	0	кооперация бизнеса
adilet-0392	substantive	T05		commitment	0	
adilet-0393	substantive	T05	T04	instrument	0	
adilet-0394	substantive	T05	T10	instrument	0	малотоннажная химия
adilet-0395	substantive	T05	T04	instrument	0	офтейк-контракты
adilet-0396	substantive	T05		instrument	0	
adilet-0397	substantive	T05		goal	0	
adilet-0398	substantive	T05	T04	commitment	0	локализация
adilet-0399	substantive	T05	T13	instrument	0	
adilet-0400	substantive	T04	T03	commitment	0	статус отечественного инвестора
adilet-0401	substantive	T04	T03	instrument	0	
adilet-0402	substantive	T04		commitment	0	поддержка под результат
adilet-0403	substantive	T04	T03	instrument	0	
adilet-0404	substantive	T04	T03	instrument	0	возврат льгот при невыполнении
adilet-0405	substantive	T04		commitment	0	Реестр товаропроизводителей
adilet-0406	substantive	T04	T05	instrument	0	
adilet-0407	substantive	T04		goal	0	
adilet-0408	structural				0	заголовок 4.2
adilet-0409	substantive	T13	T04	description	0	
adilet-0410	substantive	T13	T04	description	0	
adilet-0411	substantive	T04	T13	goal	0	
adilet-0412	substantive	T04	T13	commitment	0	
adilet-0413	substantive	T04	T14	goal	0	электронная торговля как канал экспорта
adilet-0414	substantive	T04		commitment	0	
adilet-0415	substantive	T04		instrument	0	
adilet-0416	substantive	T04		instrument	0	бренд «Сделано в Казахстане»
adilet-0417	substantive	T04		commitment	0	
adilet-0418	substantive	T04	T03	instrument	0	
adilet-0419	substantive	T04		goal	0	
adilet-0420	substantive	T04	T13	commitment	0	несырьевой экспорт
adilet-0421	substantive	T04	T13	instrument	0	
adilet-0422	substantive	T04	T14	commitment	0	прослеживаемость товаров
adilet-0423	substantive	T04		goal	0	
adilet-0424	substantive	T04		commitment	0	маркировка
adilet-0425	substantive	T04	T03	instrument	0	
adilet-0426	substantive	T04	T02	commitment	0	контрафакт
adilet-0427	substantive	T04	T10	instrument	0	продукты, лекарства, бытовая химия
adilet-0428	substantive	T04		goal	0	
adilet-0429	substantive	T04		commitment	0	Таможенный реестр ИС
adilet-0430	substantive	T04		goal	0	
adilet-0431	substantive	T04	T02	commitment	0	
adilet-0432	substantive	T04		instrument	0	
adilet-0433	substantive	T04		commitment	0	межведомственная координация
adilet-0434	substantive	T04	T02	instrument	0	
adilet-0435	structural				0	заголовок 4.3
adilet-0436	substantive	T03		goal	0	
adilet-0437	substantive	T03		goal	0	
adilet-0438	substantive	T03	T02	goal	0	
adilet-0439	substantive	T02		commitment	0	защита права собственности
adilet-0440	substantive	T02	T03	commitment	0	против рейдерства
adilet-0441	substantive	T03		commitment	0	фондовый рынок
adilet-0442	substantive	T03	T04	instrument	0	
adilet-0443	substantive	T02		commitment	0	незыблемость собственности
adilet-0444	substantive	T02		instrument	0	
adilet-0445	substantive	T02		instrument	0	возмещение ущерба от госорганов
adilet-0446	substantive	T03	T14	commitment	0	
adilet-0447	substantive	T03	T13	instrument	0	«Алтын виза»
adilet-0448	substantive	T03		commitment	0	
adilet-0449	substantive	T03	T08	instrument	0	возмещение затрат на инфраструктуру
adilet-0450	substantive	T05		goal	0	
adilet-0451	substantive	T03		commitment	0	
adilet-0452	substantive	T03	T04	instrument	0	
adilet-0453	substantive	T08	T03	commitment	0	ГЧП
adilet-0454	substantive	T03	T04	goal	0	
adilet-0455	substantive	T03		commitment	0	конкуренция на финрынке
adilet-0456	substantive	T03		instrument	0	выход новых банков
adilet-0457	substantive	T03	T02	commitment	0	защита заёмщиков
adilet-0458	substantive	T03		goal	0	
adilet-0459	substantive	T03	T02	commitment	0	мошенническое оформление кредитов
adilet-0460	substantive	T03	T02	goal	0	
adilet-0461	substantive	T02		commitment	0	
adilet-0462	substantive	T02	T04	commitment	0	декриминализация экономических правонарушений
adilet-0463	substantive	T02		instrument	0	отклонён из переписи T15
adilet-0464	substantive	T03		commitment	0	проблемная задолженность
adilet-0465	substantive	T00	T03	commitment	0	«Қарызсыз қоғам»
adilet-0466	substantive	T03	T09	commitment	0	
adilet-0467	substantive	T03	T09	goal	0	
adilet-0468	structural				0	заголовок 4.4
adilet-0469	substantive	T03		description	0	
adilet-0470	substantive	T03		problem	0	доходы отстают от расходов
adilet-0471	substantive	T03		problem	0	изъятия из Нацфонда, госдолг
adilet-0472	substantive	T03		problem	0	
adilet-0473	substantive	T03		problem	0	сокращение бюджета развития
adilet-0474	substantive	T03		problem	0	замкнутый круг
adilet-0475	substantive	T03		description	0	
adilet-0476	substantive	T03		commitment	0	бюджетные правила
adilet-0477	substantive	T03		goal	0	
adilet-0478	substantive	T03		description	0	
adilet-0479	substantive	T03	T14	commitment	0	мониторинг бюджетных расходов
adilet-0480	substantive	T03		commitment	0	защита бюджета развития
adilet-0481	substantive	T03		description	0	
adilet-0482	substantive	T03		commitment	0	ревизия налоговых льгот
adilet-0483	substantive	T03		problem	0	льготы как накопленные привилегии
adilet-0484	substantive	T03		goal	0	
adilet-0485	substantive	T03		instrument	0	отмена льгот без обязательств
adilet-0486	substantive	T03		instrument	0	
adilet-0487	substantive	T03		description	0	
adilet-0488	substantive	T03	T04	instrument	0	
adilet-0489	substantive	T04	T02	instrument	0	
adilet-0490	substantive	T03	T08	commitment	0	вычет по ипотечным займам
adilet-0491	substantive	T08	T03	goal	0	
adilet-0492	substantive	T03	T14	commitment	0	цифровое налоговое администрирование
adilet-0493	substantive	T03	T14	goal	0	«фабрика фискальных данных»
adilet-0494	substantive	T03	T05	instrument	0	
adilet-0495	substantive	T03	T04	instrument	0	нагрузка на ФОТ
adilet-0496	structural				0	заголовок 4.5
adilet-0497	substantive	T03	T05	description	0	межпоколенческая справедливость
adilet-0498	substantive	T03		commitment	0	
adilet-0499	substantive	T03		commitment	0	
adilet-0500	substantive	T03	T08	instrument	0	целевые трансферты
adilet-0501	structural				0	заголовок 4.6
adilet-0502	substantive	T04		goal	0	
adilet-0503	substantive	T04		problem	0	избыточные требования и давление
adilet-0504	substantive	T04	T08	problem	0	
adilet-0505	substantive	T04		goal	0	
adilet-0506	substantive	T04		goal	0	
adilet-0507	substantive	T04		commitment	0	средний бизнес с 7 до 20%
adilet-0508	substantive	T04	T14	commitment	0	
adilet-0509	substantive	T04	T14	commitment	0	регистрация за один день
adilet-0510	substantive	T04		goal	0	
adilet-0511	substantive	T01	T14	commitment	0	ревизия законодательства с ИИ
adilet-0512	substantive	T01		goal	0	
adilet-0513	substantive	T04		commitment	0	регуляторная стабильность
adilet-0514	substantive	T04		instrument	0	
adilet-0515	substantive	T04		commitment	0	риск-ориентированный контроль
adilet-0516	substantive	T04		instrument	0	проверки МСБ только по рискам
adilet-0517	substantive	T04	T14	instrument	0	дистанционный контроль
adilet-0518	substantive	T04	T02	commitment	0	
adilet-0519	substantive	T02	T04	goal	0	
adilet-0520	substantive	T02	T04	goal	0	возмещение вместо лишения свободы
adilet-0521	substantive	T04	T02	commitment	0	
adilet-0522	substantive	T04	T02	instrument	0	арест счетов только по закону
adilet-0523	substantive	T04	T03	commitment	0	
adilet-0524	substantive	T04	T03	instrument	0	гарантийные инструменты
adilet-0525	substantive	T03	T04	instrument	0	венчур и краудфандинг
adilet-0526	substantive	T03	T04	commitment	0	факторинг
adilet-0527	substantive	T04		goal	0	
adilet-0528	substantive	T04		commitment	0	
adilet-0529	substantive	T04		instrument	0	
adilet-0530	substantive	T04	T09	instrument	0	
adilet-0531	substantive	T04		instrument	0	медианная, а не средняя зарплата
adilet-0532	substantive	T04		commitment	0	
adilet-0533	substantive	T03	T04	instrument	0	против дробления бизнеса
adilet-0534	substantive	T04		goal	0	
adilet-0535	substantive	T04		commitment	0	против картельных сговоров
adilet-0536	substantive	T04		instrument	0	
adilet-0537	substantive	T04	T14	commitment	0	мониторинг конкуренции и цен
adilet-0538	substantive	T04		goal	0	
adilet-0539	substantive	T04		commitment	0	интеллектуальная собственность
adilet-0540	substantive	T04		goal	0	
adilet-0541	substantive	T11	T04	goal	0	
adilet-0542	substantive	T11	T04	instrument	0	
adilet-0543	substantive	T04	T08	commitment	0	
adilet-0544	substantive	T04	T08	instrument	0	
adilet-0545	substantive	T04	T08	goal	0	
adilet-0546	substantive	T04		commitment	0	франчайзинг
adilet-0547	substantive	T04		instrument	0	
