unit_id	unit_kind_check	topic_primary	topic_secondary	statement_type	unclear	notes
osdp-0096	substantive	T01		instrument	0	публичные слушания, платформы обратной связи
osdp-0097	substantive	T01		goal	0	
osdp-0098	structural				0	заголовок 7
osdp-0099	substantive	T02		goal	0	независимость суда
osdp-0100	substantive	T02		goal	0	
osdp-0101	substantive	T02		goal	0	
osdp-0102	substantive	T02		instrument	0	адвокатура, состязательность
osdp-0103	substantive	T02		instrument	0	отбор и подготовка судей
osdp-0104	substantive	T02		goal	0	
osdp-0105	substantive	T02		description	0	
osdp-0106	substantive	T02		goal	0	
osdp-0107	substantive	T02		goal	0	
osdp-0108	structural				0	заголовок раздела II
osdp-0109	structural				0	заголовок 8
osdp-0110	substantive	T03	T05	goal	0	П-07: раздел о недрах, но утверждение о распределении ренты
osdp-0111	substantive	T03		description	0	
osdp-0112	substantive	T03	T09	goal	0	
osdp-0113	substantive	T03		instrument	0	налогообложение высоких доходов и состояний
osdp-0114	substantive	T05	T03	goal	0	
osdp-0115	structural				0	заголовок 9
osdp-0116	substantive	T03		commitment	0	
osdp-0117	fragment				0	продолжение 0116
osdp-0118	substantive	T03	T04	goal	0	
osdp-0119	substantive	T03	T09	goal	0	
osdp-0120	substantive	T04		goal	0	
osdp-0121	substantive	T04	T05	instrument	0	возврат активов, национализация стратегических предприятий
osdp-0122	substantive	T04		goal	0	
osdp-0123	substantive	T04		instrument	0	запрет монополий
osdp-0124	substantive	T03	T14	goal	0	постиндустриальная экономика
osdp-0125	substantive	T05	T14	instrument	0	роботизация, цифровизация промышленности
osdp-0126	substantive	T05		instrument	0	локализация не менее 50%
osdp-0127	substantive	T04		goal	0	
osdp-0128	substantive	T03	T05	goal	0	
osdp-0129	structural				0	заголовок 10
osdp-0130	substantive	T04		goal	0	
osdp-0131	substantive	T04	T13	instrument	0	конвенции МОТ, Трудовой кодекс
osdp-0132	substantive	T04		goal	0	
osdp-0133	substantive	T04		goal	0	запрет дискриминации в труде
osdp-0134	substantive	T04		goal	0	независимые профсоюзы
osdp-0135	substantive	T04		instrument	0	4-дневная рабочая неделя
osdp-0136	substantive	T04		goal	0	
osdp-0137	structural				0	заголовок 11
osdp-0138	substantive	T07		goal	0	
osdp-0139	substantive	T07		instrument	0	ревизия земель, УЗД, латифундисты
osdp-0140	substantive	T07		goal	0	права пайщиков
osdp-0141	substantive	T07		goal	0	земля в госсобственности
osdp-0142	substantive	T07		goal	0	
osdp-0143	substantive	T07	T08	goal	0	сельская инфраструктура и социальная сфера
osdp-0144	substantive	T07		goal	0	
osdp-0145	structural				0	заголовок раздела III
osdp-0146	structural				0	заголовок 12, разорван вёрсткой
osdp-0147	structural				0	продолжение заголовка 12
osdp-0148	substantive	T10		goal	0	
osdp-0149	substantive	T10		goal	0	
osdp-0150	substantive	T10	T03	instrument	0	финансирование не менее 5% ВВП
osdp-0151	substantive	T10		goal	0	
osdp-0152	substantive	T10		goal	0	ПМСП
osdp-0153	substantive	T10		goal	0	
osdp-0154	substantive	T10		instrument	0	расширение ГОБМП
osdp-0155	substantive	T10		goal	0	
osdp-0156	substantive	T10		goal	0	лекарственное обеспечение
osdp-0157	substantive	T10		goal	0	ОСМС
osdp-0158	substantive	T10		goal	0	
osdp-0159	substantive	T10	T04	goal	0	
osdp-0160	substantive	T10	T04	instrument	0	зарплаты медработников
osdp-0161	substantive	T10		description	0	
osdp-0162	substantive	T10		goal	0	
osdp-0163	structural				0	заголовок 13
osdp-0164	substantive	T11	T14	problem	0	
osdp-0165	substantive	T11		goal	0	
osdp-0166	substantive	T11		instrument	0	бесплатное высшее образование
osdp-0167	substantive	T11	T03	goal	0	экономика знаний
osdp-0168	substantive	T11	T04	instrument	0	зарплаты учителей
osdp-0169	substantive	T11		instrument	0	ТиПО
osdp-0170	substantive	T11		instrument	0	грантовое финансирование науки
osdp-0171	substantive	T11	T05	goal	0	
osdp-0172	substantive	T11		instrument	0	научные кадры, мобильность
osdp-0173	substantive	T11		goal	0	
osdp-0174	substantive	T11	T03	instrument	0	наука не менее 2% ВВП
osdp-0175	structural				0	заголовок 14, разорван вёрсткой
osdp-0176	structural				0	продолжение заголовка 14
osdp-0177	substantive	T09		goal	0	
osdp-0178	substantive	T09		goal	0	
osdp-0179	lead_in				0	
osdp-0180	substantive	T09	T08	instrument	0	безбарьерная среда
osdp-0181	substantive	T09	T11	instrument	0	инклюзивное образование
osdp-0182	substantive	T09	T04	instrument	0	занятость людей с инвалидностью
osdp-0183	substantive	T09	T14	instrument	0	
osdp-0184	substantive	T09		goal	0	
osdp-0185	lead_in				0	
osdp-0186	substantive	T09		instrument	0	реформа ЕНПФ, солидарная система
osdp-0187	substantive	T09		instrument	0	снижение пенсионного возраста
osdp-0188	substantive	T09		instrument	0	стандарт качества жизни
osdp-0189	substantive	T09		instrument	0	индексация пенсий
osdp-0190	substantive	T09		goal	0	
osdp-0191	structural				0	заголовок 15
osdp-0192	substantive	T08		goal	0	
osdp-0193	substantive	T08		goal	0	
osdp-0194	substantive	T08		instrument	0	арендное жильё с выкупом
osdp-0195	substantive	T08		instrument	0	
osdp-0196	substantive	T08		instrument	0	защита дольщиков
osdp-0197	substantive	T08	T09	instrument	0	первое жильё молодым семьям
osdp-0198	substantive	T08		instrument	0	
osdp-0199	substantive	T08		instrument	0	ОСИ
osdp-0200	substantive	T08		instrument	0	городская среда
osdp-0201	substantive	T08	T06	instrument	0	
osdp-0202	substantive	T08		goal	0	
osdp-0203	structural				0	заголовок 16
osdp-0204	substantive	T06		goal	0	
osdp-0205	substantive	T06		goal	0	против передачи экополномочий частникам
osdp-0206	substantive	T06		goal	0	единые экологические стандарты
osdp-0207	substantive	T06		problem	0	опустынивание, дефицит воды, зоны бедствия
osdp-0208	substantive	T06	T05	goal	0	грамматически незакончено, но пропозиция полная
osdp-0209	substantive	T06		goal	0	
osdp-0210	substantive	T06		instrument	0	штрафы не должны быть «ценой нарушения»
osdp-0211	substantive	T06		goal	0	
osdp-0212	substantive	T06		goal	0	
osdp-0213	substantive	T06	T10	goal	0	
osdp-0214	substantive	T08	T06	goal	0	П-05: питьевая вода как сеть — T08
osdp-0215	substantive	T06		instrument	0	Экологический кодекс, углеродная нейтральность
osdp-0216	substantive	T06	T05	instrument	0	
osdp-0217	substantive	T06	T13	instrument	0	бассейновый подход, трансграничные реки — §4
osdp-0218	substantive	T06		instrument	0	нацпарки и заповедники
osdp-0219	substantive	T06		instrument	0	запрет ввоза ядерных отходов
osdp-0220	substantive	T06		instrument	0	«загрязнитель платит», экострахование
osdp-0221	substantive	T06	T13	instrument	0	Арал, Каспий
osdp-0222	substantive	T06	T11	instrument	0	
osdp-0223	structural				0	заголовок раздела IV
osdp-0224	structural				0	заголовок 17
osdp-0225	substantive	T14	T02	goal	0	цифровые права
osdp-0226	substantive	T14	T02	goal	0	
osdp-0227	substantive	T14		instrument	0	Цифровой кодекс
osdp-0228	substantive	T14		instrument	0	цифровое согласие, контроль над данными
osdp-0229	substantive	T14	T02	instrument	0	цифровой омбудсмен
osdp-0230	substantive	T14		goal	0	
osdp-0231	substantive	T14	T02	instrument	0	кибермошенничество
osdp-0232	substantive	T14		instrument	0	регулирование алгоритмов
osdp-0233	substantive	T14	T11	instrument	0	медиаграмотность
osdp-0234	substantive	T14		goal	0	
osdp-0235	structural				0	заголовок 18, разорван вёрсткой
osdp-0236	structural				0	продолжение заголовка 18
osdp-0237	substantive	T14		goal	0	
osdp-0238	substantive	T14	T04	description	0	автоматизация трети задач
osdp-0239	substantive	T14	T04	goal	0	
osdp-0240	substantive	T14	T04	goal	0	
osdp-0241	lead_in				0	
osdp-0242	substantive	T14		goal	0	
osdp-0243	substantive	T14	T04	instrument	0	переподготовка при автоматизации
osdp-0244	substantive	T14		instrument	0	государственный ИИ в социальной сфере
osdp-0245	substantive	T14		instrument	0	прозрачность решений ИИ
osdp-0246	substantive	T14		goal	0	цифровое равенство регионов
osdp-0247	substantive	T14		description	0	
osdp-0248	substantive	T14		goal	0	
osdp-0249	structural				0	заголовок 19
osdp-0250	rhetorical				0	
osdp-0251	substantive	T12		goal	0	
osdp-0252	substantive	T12		instrument	0	
osdp-0253	substantive	T12	T09	goal	0	брак как союз мужчины и женщины
osdp-0254	substantive	T12		instrument	0	гранты творцам
osdp-0255	substantive	T12		instrument	0	
osdp-0256	substantive	T12		instrument	0	меценатство
osdp-0257	fragment				0	«Это» — отсылка к перечню 0252–0256
osdp-0258	structural				0	заголовок 20, разорван вёрсткой
osdp-0259	structural				0	продолжение заголовка 20
osdp-0260	substantive	T13		goal	0	многовекторность
osdp-0261	substantive	T13		goal	0	
osdp-0262	substantive	T13		goal	0	роль средней державы
osdp-0263	substantive	T13	T00	goal	0	
osdp-0264	substantive	T13		goal	0	
osdp-0265	substantive	T13		goal	0	
osdp-0266	substantive	T13	T00	description	0	Социалистический Интернационал
osdp-0267	substantive	T13		description	0	
osdp-0268	substantive	T00		description	0	
osdp-0269	substantive	T00		description	0	
osdp-0270	substantive	T00		goal	0	
osdp-0271	substantive	T00		goal	0	
osdp-0272	structural				0	призыв голосовать, разорван вёрсткой
osdp-0273	rhetorical				0	
